Wall time,Step,Value
1774875614.6772892,19600,7648.2998046875
1774876125.7432861,19700,7661.2001953125
1774876636.8910313,19800,7687.7001953125
1774877147.6128407,19900,7715.75
1774877659.9464447,20000,7679.75
1774878168.809552,20100,7697.2001953125
1774878681.9608762,20200,7700.25
1774879194.4172835,20300,7635.7998046875
1774879705.9640646,20400,7588.7001953125
1774880220.8782904,20500,7722.14990234375
1774880738.394357,20600,7695.5
1774881251.1801002,20700,7711.25
1774881769.9567685,20800,7711.9501953125
1774882281.6842444,20900,7625.35009765625
1774882793.980436,21000,7622.85009765625
1774883307.0668678,21100,7673.0
1774883820.3584642,21200,7742.7998046875
1774884329.023045,21300,7596.85009765625
1774884842.4785361,21400,7620.60009765625
1774885352.818795,21500,7723.5498046875
1774885863.8083687,21600,7579.25
1774886378.3813534,21700,7730.0498046875
1774886887.4354434,21800,7727.5
1774887401.2224905,21900,7695.60009765625
1774887917.0215487,22000,7656.5
1774888431.4222596,22100,7709.9501953125
1774888941.9374924,22200,7705.60009765625
1774889453.3251448,22300,7724.35009765625
1774889966.334995,22400,7690.89990234375
1774890478.5104282,22500,7727.7001953125
1774890992.7397954,22600,7718.85009765625
1774891499.3813884,22700,7673.39990234375
1774892011.122505,22800,7708.2998046875
1774892521.522359,22900,7600.35009765625
1774893033.06111,23000,7550.7998046875
1774893547.5653496,23100,7611.0498046875
1774894055.8584635,23200,7679.7001953125
1774894563.765396,23300,7673.2001953125
1774895075.451893,23400,7693.39990234375
1774895588.436121,23500,7716.2001953125
1774896104.3748908,23600,7704.14990234375
1774896618.4499607,23700,7538.14990234375
1774897128.8339968,23800,7705.25
1774897643.377301,23900,7711.89990234375
1774898162.2363682,24000,7712.10009765625
1774898674.482393,24100,7676.5498046875
1774899183.7560148,24200,7738.7998046875
1774899699.108327,24300,7747.14990234375
1774900211.1266298,24400,7709.14990234375
1774900723.465616,24500,7694.5
1774901236.674934,24600,7641.4501953125
1774901755.594756,24700,7720.10009765625
1774902271.2406635,24800,7573.25
1774902783.3931122,24900,7661.4501953125
1774903299.5400696,25000,7615.4501953125
1774903811.4906192,25100,7712.60009765625
1774904331.0713818,25200,7702.89990234375
1774904846.4875088,25300,7638.35009765625
1774905359.1124675,25400,7693.2001953125
1774905873.8827212,25500,7692.14990234375
1774906388.1107025,25600,7666.4501953125
1774906899.2756946,25700,7664.85009765625
1774907412.6128678,25800,7737.89990234375
1774907926.8247976,25900,7700.5
1774908437.4340742,26000,7694.10009765625
1774908948.2962759,26100,7703.39990234375
1774909456.5460985,26200,7668.64990234375
1774909971.985645,26300,7722.39990234375
1774910486.5632794,26400,7767.4501953125
1774911002.5987656,26500,7716.7998046875
1774911520.8505132,26600,7735.0498046875
1774912037.0858312,26700,7719.89990234375
1774912550.831635,26800,7699.64990234375
1774913069.0815444,26900,7618.85009765625
1774913581.623944,27000,7519.35009765625
1774914095.7622457,27100,7593.0498046875
1774914613.1948884,27200,7684.7998046875
1774915129.807832,27300,7654.5498046875
1774915644.5192156,27400,7544.2001953125
1774916160.995807,27500,7638.2998046875
1774916676.6061437,27600,7677.4501953125
1774917199.34488,27700,7684.7001953125
1774917711.7686234,27800,7596.2001953125
1774918228.8953876,27900,7560.9501953125
1774918749.7722263,28000,7625.64990234375
1774919265.740572,28100,7599.89990234375
1774919780.3944998,28200,7580.0498046875
1774920299.1213305,28300,7560.75
1774920812.3040676,28400,7678.7998046875
1774921330.1337495,28500,7578.2001953125
1774921843.671413,28600,7645.75
1774922360.4186127,28700,7617.7998046875
1774922877.2736216,28800,7563.89990234375
1774923391.621286,28900,7531.5
1774923903.1676273,29000,7586.7001953125
1774924420.5378253,29100,7575.5498046875
1774924937.9133837,29200,7671.39990234375
1774925453.7309506,29300,7701.39990234375
1774925966.7260673,29400,7550.0498046875
1774926482.1767538,29500,7514.64990234375
1774927003.6113,29600,7588.14990234375
1774927520.796059,29700,7561.64990234375
1774928041.9786274,29800,7595.9501953125
1774928563.315936,29900,7542.39990234375
1774929082.3717346,30000,7573.64990234375
1774929605.8480957,30100,7520.7001953125
1774930126.980027,30200,7606.0498046875
1774930642.192406,30300,7479.9501953125
1774931158.1382384,30400,7587.0
1774931677.5087237,30500,7554.7998046875
1774932192.9301229,30600,7612.5
1774932712.925563,30700,7576.5
1774933230.8927903,30800,7549.64990234375
1774933746.6663685,30900,7563.0498046875
1774934263.1988995,31000,7696.5
1774934787.615319,31100,7742.35009765625
1774935309.628228,31200,7694.60009765625
1774935832.4065585,31300,7654.35009765625
1774936356.546308,31400,7529.0
1774936869.0407186,31500,7683.35009765625
1774937385.5693383,31600,7694.64990234375
1774937905.0838382,31700,7704.9501953125
1774938422.193822,31800,7530.25
1774938943.4458654,31900,7554.0498046875
1774939469.9484158,32000,7689.10009765625
1774939990.104241,32100,7747.5498046875
1774940508.8010116,32200,7718.7001953125
1774941026.9561687,32300,7707.2001953125
1774941545.7543619,32400,7623.4501953125
1774942067.666471,32500,7496.0
